2.000000000000000000e+00 1.021614108953830851e+03 3.110396479645334208e-02 1.823703178801334136e-06 2.637578902837645511e+00
3.000000000000000000e+00 9.675943679441913901e+02 3.999373501562949323e-02 3.647877966252304174e-06 2.958499104074852504e+00
4.000000000000000000e+00 9.156967465195835985e+02 3.478176893710386436e-02 6.080840794478895318e-06 2.775951344203599902e+00
5.000000000000000000e+00 8.770081537893897803e+02 2.330331442479742846e-02 9.123209825360725623e-06 2.365327923882244665e+00
6.000000000000000000e+00 8.506413917130968230e+02 1.307669351261603677e-02 1.277574863063458940e-05 1.906306580778614368e+00
7.000000000000000000e+00 8.339292073484584762e+02 7.066024417170877446e-03 1.703936023944375817e-05 1.498435062922635064e+00
8.000000000000000000e+00 8.239346118930966441e+02 4.537868017979121253e-03 2.191508004627087719e-05 1.185354969103324940e+00
9.000000000000000000e+00 8.192923766357012028e+02 3.630195188709545509e-03 2.740406778926210234e-05 9.725139500989491426e-01
1.000000000000000000e+01 8.185549967208220323e+02 3.098482460713133501e-03 3.350759849590171247e-05 8.519239674457449452e-01
1.100000000000000000e+01 8.203356135549377086e+02 2.616001950966153223e-03 4.022705261789692336e-05 8.061965081047821613e-01
1.200000000000000000e+01 8.253636505908227718e+02 2.294064980512988249e-03 4.756390534451356234e-05 8.163291197135746913e-01
1.300000000000000000e+01 8.317340688023064104e+02 2.208551475862130953e-03 5.551971519159323252e-05 8.586207681678218462e-01
1.400000000000000000e+01 8.392777619267117188e+02 2.299535207132039072e-03 6.409611207397990229e-05 9.118469267477389284e-01
1.500000000000000000e+01 8.469439464633011312e+02 2.484534927460476088e-03 7.329478481867554920e-05 9.683619627030078947e-01
1.600000000000000000e+01 8.565163072794966865e+02 2.742359412981115654e-03 8.311746828637477601e-05 1.029642441520052243e+00
1.700000000000000000e+01 8.678426666668544840e+02 3.115806715653248946e-03 9.356593025102546469e-05 1.093129317858085203e+00
1.800000000000000000e+01 8.797762242368331727e+02 3.649064600802589143e-03 1.046419580521763050e-04 1.157552530028518545e+00
1.900000000000000000e+01 8.930739180557407053e+02 4.346106464326779037e-03 1.163473452844769162e-04 1.226128730366590869e+00
2.000000000000000000e+01 9.061233988523409835e+02 5.184621836517014012e-03 1.286838784788155035e-04 1.293866016762058813e+00
2.100000000000000000e+01 9.196215200829419700e+02 6.157811231030043200e-03 1.416533238419279313e-04 1.365367762432262211e+00
2.200000000000000000e+01 9.335967613421628357e+02 7.276240089206023436e-03 1.552574146309147339e-04 1.440993285811494884e+00
2.300000000000000000e+01 9.476632274295137677e+02 8.532140520861970431e-03 1.694978383705258410e-04 1.518055429130450662e+00
2.400000000000000000e+01 9.621408832605247881e+02 9.922726228927430600e-03 1.843762252798034496e-04 1.593128858847632667e+00
2.500000000000000000e+01 9.771631626213863910e+02 1.145256276388695489e-02 1.998941365855187139e-04 1.658425086060039133e+00
2.600000000000000000e+01 9.922394686309526151e+02 1.313385296249438422e-02 2.160530539227732152e-04 1.717590110628547828e+00
2.700000000000000000e+01 1.007778503379227232e+03 1.497736683291386525e-02 2.328543694915086008e-04 1.771416555300577400e+00
2.800000000000000000e+01 1.023609854760768030e+03 1.697697447844501856e-02 2.502993767797060645e-04 1.815126834267705380e+00
2.900000000000000000e+01 1.039652812984441198e+03 1.915909753601845525e-02 2.683892629172655495e-04 1.853752110680439324e+00
3.000000000000000000e+01 1.056100704070645179e+03 2.155246643661964598e-02 2.871251009891868477e-04 1.880643900039868699e+00
3.100000000000000000e+01 1.072348328496091199e+03 2.415336183029557007e-02 3.065078446207104195e-04 1.906608113607692445e+00
3.200000000000000000e+01 1.089202216162761260e+03 2.697773488264898489e-02 3.265383219394930457e-04 1.926599483025903448e+00
3.300000000000000000e+01 1.106137401944906287e+03 2.998524697355588881e-02 3.472172330982874503e-04 1.939094114006969738e+00
3.400000000000000000e+01 1.123135082236798326e+03 3.320121404012046917e-02 3.685451469493449613e-04 1.945141502188743710e+00
3.500000000000000000e+01 1.140769420246854679e+03 3.663263976569427344e-02 3.905224993442791138e-04 1.935590989078532997e+00
3.600000000000000000e+01 1.158133145889785510e+03 4.030834318621948770e-02 4.131495938987050334e-04 1.920700326000537084e+00
3.700000000000000000e+01 1.175755329413429990e+03 4.425345756014799348e-02 4.364266015830824065e-04 1.894640172339860040e+00
3.800000000000000000e+01 1.193747395491981251e+03 4.845579141345648239e-02 4.603535637257890733e-04 1.859404696894292996e+00
3.900000000000000000e+01 1.212010658309897963e+03 5.290490591984202406e-02 4.849303947924300372e-04 1.814767166170458745e+00
4.000000000000000000e+01 1.230462611839779584e+03 5.759341814915973357e-02 5.101568877890295733e-04 1.758924400747814198e+00
4.100000000000000000e+01 1.249015613364761521e+03 6.251811851353088201e-02 5.360327181445323193e-04 1.690648101271909454e+00
4.200000000000000000e+01 1.267672874424124529e+03 6.769197259255801957e-02 5.625574520516325510e-04 1.610942346623942312e+00
4.300000000000000000e+01 1.286447322755945379e+03 7.313182165770809595e-02 5.897305525241773507e-04 1.520970093389791611e+00
4.400000000000000000e+01 1.305389022550844174e+03 7.885235180982276548e-02 6.175513885979327326e-04 1.420290028212102040e+00
4.500000000000000000e+01 1.324562891595236806e+03 8.486542558004818437e-02 6.460192446687989566e-04 1.308156382045779775e+00
4.600000000000000000e+01 1.343935645654596101e+03 9.117823510782438468e-02 6.751333298351165375e-04 1.184233860651897619e+00
4.700000000000000000e+01 1.363489697353802967e+03 9.779102955211174675e-02 7.048927893029948571e-04 1.047972061998544646e+00
4.800000000000000000e+01 1.383198384433041610e+03 1.046954517237720650e-01 7.352967151317316933e-04 8.987482900170934430e-01
4.900000000000000000e+01 1.403049898967044328e+03 1.118824011509172989e-01 7.663441581343067221e-04 7.360141859883539972e-01
5.000000000000000000e+01 1.423099278123406521e+03 1.193539172587978897e-01 7.980341404957392660e-04 5.593603406461263861e-01
5.100000000000000000e+01 1.443405249216383027e+03 1.271134521330888334e-01 8.303656671062449287e-04 3.686903109792929456e-01
5.200000000000000000e+01 1.463915056966939346e+03 1.351656548204662467e-01 8.633377394937107778e-04 1.649573053309726367e-01
5.300000000000000000e+01 1.484557363202848819e+03 1.435121309008458024e-01 8.969493674168985218e-04 -5.083293286047502191e-02
5.400000000000000000e+01 1.505312815874428452e+03 1.521552278801155678e-01 9.311995818159585431e-04 -2.785336207424738419e-01
5.500000000000000000e+01 1.526176916459030508e+03 1.610987778565689255e-01 9.660874482447083002e-04 -5.183674867757593896e-01
5.600000000000000000e+01 1.547261312026126461e+03 1.703398161659511745e-01 1.001612077567257120e-03 -7.712007772027988928e-01
5.700000000000000000e+01 1.568666920141462242e+03 1.798749293785464887e-01 1.037772639003819216e-03 -1.037909682875277850e+00
5.800000000000000000e+01 1.590350869887492081e+03 1.897028195100461112e-01 1.074568371505741889e-03 -1.318693750569534417e+00
5.900000000000000000e+01 1.612225733554448880e+03 1.998229307647180208e-01 1.111998595035223027e-03 -1.613465077494137034e+00
6.000000000000000000e+01 1.634270920432718867e+03 2.102272805769823949e-01 1.150062720260800961e-03 -1.921719849451246409e+00
